FIPS,COUNTY_NAME,STATE_NAME,STATE_ABBR,AIRQUALTY_MEAN
06057,"Nevada County",California,CA,10.8224007818
32001,"Churchill County",Nevada,NV,10.7801034878
13245,"Richmond County",Georgia,GA,10.707903756
27027,"Clay County",Minnesota,MN,10.6514928201
27111,"Otter Tail County",Minnesota,MN,10.6149395977
20173,"Sedgwick County",Kansas,KS,10.5479896069
06047,"Merced County",California,CA,10.523113828
27107,"Norman County",Minnesota,MN,10.5220715702
32019,"Lyon County",Nevada,NV,10.5191600002
40035,"Craig County",Oklahoma,OK,10.5141533852
20099,"Labette County",Kansas,KS,10.5078002453
18063,"Hendricks County",Indiana,IN,10.4333862464
20037,"Crawford County",Kansas,KS,10.4086281776
06061,"Placer County",California,CA,10.3813257651
06011,"Colusa County",California,CA,10.3789040334
48215,"Hidalgo County",Texas,TX,10.3276987741
06021,"Glenn County",California,CA,10.243289989
32009,"Esmeralda County",Nevada,NV,10.2362772043
18081,"Johnson County",Indiana,IN,10.1944462458
20079,"Harvey County",Kansas,KS,10.1772590001
48427,"Starr County",Texas,TX,10.1690756699
53047,"Okanogan County",Washington,WA,10.1687507333
27167,"Wilkin County",Minnesota,MN,10.1603343646
16079,"Shoshone County",Idaho,ID,10.1563444539
29145,"Newton County",Missouri,MO,10.1498970985
18011,"Boone County",Indiana,IN,10.132396253
30063,"Missoula County",Montana,MT,10.127917218
29097,"Jasper County",Missouri,MO,10.1099983516
30061,"Mineral County",Montana,MT,10.1095656265
38097,"Traill County","North Dakota",ND,10.0974134557
38017,"Cass County","North Dakota",ND,10.0917864504
13073,"Columbia County",Georgia,GA,10.0725775957
18109,"Morgan County",Indiana,IN,10.0574206572
27119,"Polk County",Minnesota,MN,10.0447524165
48489,"Willacy County",Texas,TX,10.0158573297
48201,"Harris County",Texas,TX,9.99711663382
41025,"Harney County",Oregon,OR,9.95389877926
20191,"Sumner County",Kansas,KS,9.93205144405
06067,"Sacramento County",California,CA,9.92048656023
27125,"Red Lake County",Minnesota,MN,9.9142308602
13303,"Washington County",Georgia,GA,9.89633460045
48505,"Zapata County",Texas,TX,9.88411887487
29510,"St. Louis city",Missouri,MO,9.87864780426
26163,"Wayne County",Michigan,MI,9.87206110954
20133,"Neosho County",Kansas,KS,9.86192200979
39113,"Montgomery County",Ohio,OH,9.85834862204
13033,"Burke County",Georgia,GA,9.85646303495
48247,"Jim Hogg County",Texas,TX,9.83917781285
13163,"Jefferson County",Georgia,GA,9.83572796413
17119,"Madison County",Illinois,IL,9.82068288326
48061,"Cameron County",Texas,TX,9.81914014402
32015,"Lander County",Nevada,NV,9.81893580225
20035,"Cowley County",Kansas,KS,9.8140460968
31067,"Gage County",Nebraska,NE,9.80840911865
40027,"Cleveland County",Oklahoma,OK,9.80744845072
17115,"Macon County",Illinois,IL,9.80217855117
13095,"Dougherty County",Georgia,GA,9.79926522573
18133,"Putnam County",Indiana,IN,9.79626259437
27159,"Wadena County",Minnesota,MN,9.78730840683
13125,"Glascock County",Georgia,GA,9.77616047859
21013,"Bell County",Kentucky,KY,9.76624600093
32021,"Mineral County",Nevada,NV,9.76090708425
16021,"Boundary County",Idaho,ID,9.74912440777
48047,"Brooks County",Texas,TX,9.74386095118
27029,"Clearwater County",Minnesota,MN,9.73641486168
42071,"Lancaster County",Pennsylvania,PA,9.73618822098
54009,"Brooke County","West Virginia",WV,9.73606109619
13177,"Lee County",Georgia,GA,9.73551664352
13189,"McDuffie County",Georgia,GA,9.73168706894
38035,"Grand Forks County","North Dakota",ND,9.73081010183
20125,"Montgomery County",Kansas,KS,9.72875237465
18163,"Vanderburgh County",Indiana,IN,9.72736345019
40105,"Nowata County",Oklahoma,OK,9.72133984566
22015,"Bossier Parish",Louisiana,LA,9.72104914983
13167,"Johnson County",Georgia,GA,9.71297634972
48479,"Webb County",Texas,TX,9.7094326516
05091,"Miller County",Arkansas,AR,9.70930234124
48261,"Kenedy County",Texas,TX,9.70724480493
17031,"Cook County",Illinois,IL,9.69322699885
18089,"Lake County",Indiana,IN,9.6923357813
27113,"Pennington County",Minnesota,MN,9.68782801377
54051,"Marshall County","West Virginia",WV,9.68701064587
40109,"Oklahoma County",Oklahoma,OK,9.68254160881
16009,"Benewah County",Idaho,ID,9.68095111847
17043,"DuPage County",Illinois,IL,9.67953411738
18043,"Floyd County",Indiana,IN,9.67596467336
17005,"Bond County",Illinois,IL,9.67338879903
18107,"Montgomery County",Indiana,IN,9.67258501053
39057,"Greene County",Ohio,OH,9.66620574679
20205,"Wilson County",Kansas,KS,9.66274242401
39023,"Clark County",Ohio,OH,9.66055576007
38077,"Richland County","North Dakota",ND,9.65667431443
17135,"Montgomery County",Illinois,IL,9.65475218113
06027,"Inyo County",California,CA,9.65238439566
21111,"Jefferson County",Kentucky,KY,9.65043926239
18121,"Parke County",Indiana,IN,9.64889951186
06023,"Humboldt County",California,CA,9.64253922745
20015,"Butler County",Kansas,KS,9.64155410585
17197,"Will County",Illinois,IL,9.64144797759
06043,"Mariposa County",California,CA,9.63603323064
13301,"Warren County",Georgia,GA,9.63521698543
39109,"Miami County",Ohio,OH,9.62926125526
17051,"Fayette County",Illinois,IL,9.62766144492
40113,"Osage County",Oklahoma,OK,9.6217017631
18057,"Hamilton County",Indiana,IN,9.62028384209
40087,"McClain County",Oklahoma,OK,9.61729443073
26077,"Kalamazoo County",Michigan,MI,9.61559658051
48407,"San Jacinto County",Texas,TX,9.61225313299
18145,"Shelby County",Indiana,IN,9.60917204618
48339,"Montgomery County",Texas,TX,9.60536017241
18167,"Vigo County",Indiana,IN,9.60251113347
06005,"Amador County",California,CA,9.59744797813
39017,"Butler County",Ohio,OH,9.59604138136
38091,"Steele County","North Dakota",ND,9.58975121071
18061,"Harrison County",Indiana,IN,9.58704144614
20019,"Chautauqua County",Kansas,KS,9.58590216107
40041,"Delaware County",Oklahoma,OK,9.58573285739
17027,"Clinton County",Illinois,IL,9.58465781579
19113,"Linn County",Iowa,IA,9.58370633125
22017,"Caddo Parish",Louisiana,LA,9.58040948348
31095,"Jefferson County",Nebraska,NE,9.57927932739
20155,"Reno County",Kansas,KS,9.5723195182
13141,"Hancock County",Georgia,GA,9.57218681063
18111,"Newton County",Indiana,IN,9.57167133918
48481,"Wharton County",Texas,TX,9.56939442952
27051,"Grant County",Minnesota,MN,9.56890215874
17121,"Marion County",Illinois,IL,9.56154537201
06003,"Alpine County",California,CA,9.560738605
27089,"Marshall County",Minnesota,MN,9.55999408135
17143,"Peoria County",Illinois,IL,9.55952107279
06009,"Calaveras County",California,CA,9.55730625788
17163,"St. Clair County",Illinois,IL,9.55702130935
29119,"McDonald County",Missouri,MO,9.55156416052
21101,"Henderson County",Kentucky,KY,9.55137983958
42003,"Allegheny County",Pennsylvania,PA,9.54861679944
20049,"Elk County",Kansas,KS,9.54830937915
27021,"Cass County",Minnesota,MN,9.54708589416
27007,"Beltrami County",Minnesota,MN,9.54470545107
48473,"Waller County",Texas,TX,9.5432686011
20177,"Shawnee County",Kansas,KS,9.54151045481
48455,"Trinity County",Texas,TX,9.53871164322
42043,"Dauphin County",Pennsylvania,PA,9.53552129534
48089,"Colorado County",Texas,TX,9.53348644257
05119,"Pulaski County",Arkansas,AR,9.53075106939
20001,"Allen County",Kansas,KS,9.52745485306
17093,"Kendall County",Illinois,IL,9.52604146437
18129,"Posey County",Indiana,IN,9.52517679759
40147,"Washington County",Oklahoma,OK,9.51730720202
13165,"Jenkins County",Georgia,GA,9.51648302078
42133,"York County",Pennsylvania,PA,9.50993524749
48321,"Matagorda County",Texas,TX,9.50257087476
27069,"Kittson County",Minnesota,MN,9.49977842967
48291,"Liberty County",Texas,TX,9.49863965171
18021,"Clay County",Indiana,IN,9.49321688139
40117,"Pawnee County",Oklahoma,OK,9.48793888092
17091,"Kankakee County",Illinois,IL,9.48699760437
40125,"Pottawatomie County",Oklahoma,OK,9.48387384415
17179,"Tazewell County",Illinois,IL,9.48272336613
18141,"St. Joseph County",Indiana,IN,9.48219935099
48157,"Fort Bend County",Texas,TX,9.48177631378
48015,"Austin County",Texas,TX,9.48015694869
38067,"Pembina County","North Dakota",ND,9.47686048654
16035,"Clearwater County",Idaho,ID,9.47668738942
40071,"Kay County",Oklahoma,OK,9.47658238266
18051,"Gibson County",Indiana,IN,9.47602040427
47025,"Claiborne County",Tennessee,TN,9.47527322769
48037,"Bowie County",Texas,TX,9.47470626125
18023,"Clinton County",Indiana,IN,9.46973601255
38099,"Walsh County","North Dakota",ND,9.46894821466
01073,"Jefferson County",Alabama,AL,9.46786789596
39021,"Champaign County",Ohio,OH,9.46734633813
17117,"Macoupin County",Illinois,IL,9.46689084371
18165,"Vermillion County",Indiana,IN,9.46624522739
18045,"Fountain County",Indiana,IN,9.46413027445
13321,"Worth County",Georgia,GA,9.4628495574
40097,"Mayes County",Oklahoma,OK,9.46104817641
06045,"Mendocino County",California,CA,9.45753497993
18073,"Jasper County",Indiana,IN,9.45661724938
21029,"Bullitt County",Kentucky,KY,9.45592519972
48067,"Cass County",Texas,TX,9.45480489731
13273,"Terrell County",Georgia,GA,9.45461683273
48039,"Brazoria County",Texas,TX,9.45129029344
16017,"Bonner County",Idaho,ID,9.45121354323
18059,"Hancock County",Indiana,IN,9.44995617867
48471,"Walker County",Texas,TX,9.44980450471
01117,"Shelby County",Alabama,AL,9.44906246662
39027,"Clinton County",Ohio,OH,9.44739580154
20207,"Woodson County",Kansas,KS,9.44640860558
17099,"LaSalle County",Illinois,IL,9.44529366493
20095,"Kingman County",Kansas,KS,9.44048041389
17123,"Marshall County",Illinois,IL,9.43891207377
48373,"Polk County",Texas,TX,9.43802932001
06051,"Mono County",California,CA,9.43220513932
17037,"DeKalb County",Illinois,IL,9.43207359314
19103,"Johnson County",Iowa,IA,9.42708778381
27041,"Douglas County",Minnesota,MN,9.42690403121
21059,"Daviess County",Kentucky,KY,9.42614313761
13021,"Bibb County",Georgia,GA,9.42458724976
55079,"Milwaukee County",Wisconsin,WI,9.42052006721
16027,"Canyon County",Idaho,ID,9.41878875097
13089,"DeKalb County",Georgia,GA,9.41828131676
17021,"Christian County",Illinois,IL,9.41382493973
22119,"Webster Parish",Louisiana,LA,9.41361522675
17155,"Putnam County",Illinois,IL,9.41288166046
21215,"Spencer County",Kentucky,KY,9.41099532445
22031,"De Soto Parish",Louisiana,LA,9.39954463641
40083,"Logan County",Oklahoma,OK,9.39903128147
17173,"Shelby County",Illinois,IL,9.3960343429
41019,"Douglas County",Oregon,OR,9.39575803834
17189,"Washington County",Illinois,IL,9.39515638351
13225,"Peach County",Georgia,GA,9.39429060618
05073,"Lafayette County",Arkansas,AR,9.39096159094
13319,"Wilkinson County",Georgia,GA,9.38894293858
40131,"Rogers County",Oklahoma,OK,9.38820695877
21073,"Franklin County",Kentucky,KY,9.38517824809
26125,"Oakland County",Michigan,MI,9.38371921308
17089,"Kane County",Illinois,IL,9.38355368376
21225,"Union County",Kentucky,KY,9.38087081909
40081,"Lincoln County",Oklahoma,OK,9.37965423584
20209,"Wyandotte County",Kansas,KS,9.37801437378
21015,"Boone County",Kentucky,KY,9.37786115919
39165,"Warren County",Ohio,OH,9.37730849873
48239,"Jackson County",Texas,TX,9.37682120005
30093,"Silver Bow County",Montana,MT,9.37443881989
13009,"Baldwin County",Georgia,GA,9.37362837791
21211,"Shelby County",Kentucky,KY,9.3714884758
17203,"Woodford County",Illinois,IL,9.37011497899
13261,"Sumter County",Georgia,GA,9.36972767115
13153,"Houston County",Georgia,GA,9.36360142448
17081,"Jefferson County",Illinois,IL,9.36164690653
13265,"Taliaferro County",Georgia,GA,9.36130444209
18115,"Ohio County",Indiana,IN,9.3594121933
40017,"Canadian County",Oklahoma,OK,9.35714891979
21117,"Kenton County",Kentucky,KY,9.35562682152
20113,"McPherson County",Kansas,KS,9.35384257634
18161,"Union County",Indiana,IN,9.35282468796
13051,"Chatham County",Georgia,GA,9.35232335871
17185,"Wabash County",Illinois,IL,9.34900951385
21233,"Webster County",Kentucky,KY,9.347871607
17047,"Edwards County",Illinois,IL,9.34508657455
20011,"Bourbon County",Kansas,KS,9.34469676018
17175,"Stark County",Illinois,IL,9.34451328624
17195,"Whiteside County",Illinois,IL,9.34433992285
17011,"Bureau County",Illinois,IL,9.34310495853
21103,"Henry County",Kentucky,KY,9.3386177063
48365,"Panola County",Texas,TX,9.33731029345
18173,"Warrick County",Indiana,IN,9.33437648186
39151,"Stark County",Ohio,OH,9.33213490248
21041,"Carroll County",Kentucky,KY,9.33014074961
42007,"Beaver County",Pennsylvania,PA,9.32794698079
13107,"Emanuel County",Georgia,GA,9.32711453438
17103,"Lee County",Illinois,IL,9.32626047589
26081,"Kent County",Michigan,MI,9.32447547913
13133,"Greene County",Georgia,GA,9.32441347296
48315,"Marion County",Texas,TX,9.32430560248
39061,"Hamilton County",Ohio,OH,9.32366752625
42075,"Lebanon County",Pennsylvania,PA,9.3220689947
16045,"Gem County",Idaho,ID,9.32166017186
48203,"Harrison County",Texas,TX,9.32110316413
13307,"Webster County",Georgia,GA,9.31823885441
40119,"Payne County",Oklahoma,OK,9.31812580109
21081,"Grant County",Kentucky,KY,9.31778785161
13249,"Schley County",Georgia,GA,9.31776650747
17075,"Iroquois County",Illinois,IL,9.31671582328
13081,"Crisp County",Georgia,GA,9.31667009989
21145,"McCracken County",Kentucky,KY,9.31562185287
13193,"Macon County",Georgia,GA,9.31429131826
17171,"Scott County",Illinois,IL,9.31176269054
18155,"Switzerland County",Indiana,IN,9.30872106552
17137,"Morgan County",Illinois,IL,9.30450725555
21005,"Anderson County",Kentucky,KY,9.30403677622
17193,"White County",Illinois,IL,9.30231874129
18025,"Crawford County",Indiana,IN,9.3018024618
13037,"Calhoun County",Georgia,GA,9.29917757852
17017,"Cass County",Illinois,IL,9.29757881165
39135,"Preble County",Ohio,OH,9.29716873169
17039,"De Witt County",Illinois,IL,9.29459870656
01113,"Russell County",Alabama,AL,9.29279899597
13053,"Chattahoochee County",Georgia,GA,9.29238367081
21149,"McLean County",Kentucky,KY,9.29164731503
21077,"Gallatin County",Kentucky,KY,9.28979420662
17191,"Wayne County",Illinois,IL,9.28777468204
17127,"Massac County",Illinois,IL,9.2853730917
40133,"Seminole County",Oklahoma,OK,9.28386573792
26115,"Monroe County",Michigan,MI,9.28371980455
47093,"Knox County",Tennessee,TN,9.28259378321
39081,"Jefferson County",Ohio,OH,9.28157789057
17055,"Franklin County",Illinois,IL,9.28115158081
21163,"Meade County",Kentucky,KY,9.28098158403
17063,"Grundy County",Illinois,IL,9.27985882759
13181,"Lincoln County",Georgia,GA,9.27953611101
48131,"Duval County",Texas,TX,9.27862071991
49035,"Salt Lake County",Utah,UT,9.27859622955
18175,"Washington County",Indiana,IN,9.27789407618
13079,"Crawford County",Georgia,GA,9.27653278004
13059,"Clarke County",Georgia,GA,9.27495884895
21139,"Livingston County",Kentucky,KY,9.2705537796
13175,"Laurens County",Georgia,GA,9.26998241742
21055,"Crittenden County",Kentucky,KY,9.2681388855
42019,"Butler County",Pennsylvania,PA,9.26594209671
18029,"Dearborn County",Indiana,IN,9.26530869802
17111,"McHenry County",Illinois,IL,9.26322307587
18037,"Dubois County",Indiana,IN,9.26188317935
18007,"Benton County",Indiana,IN,9.26119499207
13023,"Bleckley County",Georgia,GA,9.26112815312
13259,"Stewart County",Georgia,GA,9.26022413799
22081,"Red River Parish",Louisiana,LA,9.26013159752
21187,"Owen County",Kentucky,KY,9.2598369305
13093,"Dooly County",Georgia,GA,9.25776767731
17059,"Gallatin County",Illinois,IL,9.25729031033
13197,"Marion County",Georgia,GA,9.25633831024
21107,"Hopkins County",Kentucky,KY,9.25042178896
17073,"Henry County",Illinois,IL,9.25038994683
17125,"Mason County",Illinois,IL,9.25026332631
47173,"Union County",Tennessee,TN,9.25024819374
18127,"Porter County",Indiana,IN,9.2483291626
17149,"Pike County",Illinois,IL,9.24750705866
21121,"Knox County",Kentucky,KY,9.24567872828
19045,"Clinton County",Iowa,IA,9.24450819309
21185,"Oldham County",Kentucky,KY,9.24329109192
18125,"Pike County",Indiana,IN,9.24286863539
21223,"Trimble County",Kentucky,KY,9.24206423759
17107,"Logan County",Illinois,IL,9.24117499904
18149,"Starke County",Indiana,IN,9.24090854327
48273,"Kleberg County",Texas,TX,9.24048463504
05081,"Little River County",Arkansas,AR,9.2400559818
39037,"Darke County",Ohio,OH,9.23845186688
18143,"Scott County",Indiana,IN,9.23638900121
26015,"Barry County",Michigan,MI,9.23525060018
13219,"Oconee County",Georgia,GA,9.23280906677
13289,"Twiggs County",Georgia,GA,9.23267355832
17069,"Hardin County",Illinois,IL,9.23253941536
18013,"Brown County",Indiana,IN,9.23141723209
47037,"Davidson County",Tennessee,TN,9.23134427912
17199,"Williamson County",Illinois,IL,9.23024559021
13317,"Wilkes County",Georgia,GA,9.22888322977
18119,"Owen County",Indiana,IN,9.22651932456
17025,"Clay County",Illinois,IL,9.22562667302
26149,"St. Joseph County",Michigan,MI,9.22446784973
13243,"Randolph County",Georgia,GA,9.22432716688
42129,"Westmoreland County",Pennsylvania,PA,9.22224174846
13269,"Taylor County",Georgia,GA,9.22212247849
13083,"Dade County",Georgia,GA,9.22170257568
48225,"Houston County",Texas,TX,9.21831422103
18153,"Sullivan County",Indiana,IN,9.2169955327
21157,"Marshall County",Kentucky,KY,9.21370382309
29073,"Gasconade County",Missouri,MO,9.21369743347
13007,"Baker County",Georgia,GA,9.21280565262
13221,"Oglethorpe County",Georgia,GA,9.21181752132
17061,"Greene County",Illinois,IL,9.21160236158
17159,"Richland County",Illinois,IL,9.21086416245
39097,"Madison County",Ohio,OH,9.21039544619
20077,"Harper County",Kansas,KS,9.20719885826
18015,"Carroll County",Indiana,IN,9.20638198853
17105,"Livingston County",Illinois,IL,9.20540187359
21239,"Woodford County",Kentucky,KY,9.20388412476
17013,"Calhoun County",Illinois,IL,9.20323395729
17045,"Edgar County",Illinois,IL,9.20213543741
17145,"Perry County",Illinois,IL,9.2018772761
42101,"Philadelphia County",Pennsylvania,PA,9.20071792603
18123,"Perry County",Indiana,IN,9.19963653882
13237,"Putnam County",Georgia,GA,9.19950904846
13235,"Pulaski County",Georgia,GA,9.19821166992
17141,"Ogle County",Illinois,IL,9.19788674513
48283,"La Salle County",Texas,TX,9.19724814097
17101,"Lawrence County",Illinois,IL,9.19702566587
17151,"Pope County",Illinois,IL,9.19504785538
18019,"Clark County",Indiana,IN,9.19482175509
18171,"Warren County",Indiana,IN,9.19446452459
38063,"Nelson County","North Dakota",ND,9.19291230404
13205,"Mitchell County",Georgia,GA,9.1920722127
17023,"Clark County",Illinois,IL,9.1913864272
18131,"Pulaski County",Indiana,IN,9.19074058533
21191,"Pendleton County",Kentucky,KY,9.19053888321
18047,"Franklin County",Indiana,IN,9.18983732859
28121,"Rankin County",Mississippi,MS,9.18981777538
19011,"Benton County",Iowa,IA,9.18973078728
55133,"Waukesha County",Wisconsin,WI,9.18800516129
17007,"Boone County",Illinois,IL,9.1872104009
26021,"Berrien County",Michigan,MI,9.18701177485
21097,"Harrison County",Kentucky,KY,9.18578643799
39047,"Fayette County",Ohio,OH,9.18464271839
45003,"Aiken County","South Carolina",SC,9.18457294913
40123,"Pontotoc County",Oklahoma,OK,9.18342499984
39123,"Ottawa County",Ohio,OH,9.1827493906
18159,"Tipton County",Indiana,IN,9.18156433105
21091,"Hancock County",Kentucky,KY,9.18146165212
18077,"Jefferson County",Indiana,IN,9.17925028367
18083,"Knox County",Indiana,IN,9.17910022736
17049,"Effingham County",Illinois,IL,9.17829052607
17139,"Moultrie County",Illinois,IL,9.17674980164
26099,"Macomb County",Michigan,MI,9.1755435607
21179,"Nelson County",Kentucky,KY,9.17545788105
48325,"Medina County",Texas,TX,9.17262826315
54029,"Hancock County","West Virginia",WV,9.17239761353
18139,"Rush County",Indiana,IN,9.17101915677
29219,"Warren County",Missouri,MO,9.1699262619
26027,"Cass County",Michigan,MI,9.16755835215
17165,"Saline County",Illinois,IL,9.16675662994
48005,"Angelina County",Texas,TX,9.1647600091
30089,"Sanders County",Montana,MT,9.1642794265
19163,"Scott County",Iowa,IA,9.1635462443
13287,"Turner County",Georgia,GA,9.16326627731
42031,"Clarion County",Pennsylvania,PA,9.16320571899
05125,"Saline County",Arkansas,AR,9.16268310547
16055,"Kootenai County",Idaho,ID,9.16266422272
13169,"Jones County",Georgia,GA,9.16259730946
18099,"Marshall County",Indiana,IN,9.16172027588
18095,"Madison County",Indiana,IN,9.16158040365
21033,"Caldwell County",Kentucky,KY,9.16138068112
27135,"Roseau County",Minnesota,MN,9.16118235058
53003,"Asotin County",Washington,WA,9.16073458535
13239,"Quitman County",Georgia,GA,9.16064786911
17033,"Crawford County",Illinois,IL,9.1585298885
27155,"Traverse County",Minnesota,MN,9.15562790632
21167,"Mercer County",Kentucky,KY,9.15449492137
17065,"Hamilton County",Illinois,IL,9.15425610542
13283,"Treutlen County",Georgia,GA,9.15308990479
17161,"Rock Island County",Illinois,IL,9.15267504179
01115,"St. Clair County",Alabama,AL,9.15122773912
48057,"Calhoun County",Texas,TX,9.14948250697
05027,"Columbia County",Arkansas,AR,9.14934071251
21143,"Lyon County",Kentucky,KY,9.14807660239
17097,"Lake County",Illinois,IL,9.14795002571
29183,"St. Charles County",Missouri,MO,9.14768748813
21209,"Scott County",Kentucky,KY,9.14736223221
13295,"Walker County",Georgia,GA,9.14697154363
20201,"Washington County",Kansas,KS,9.14662685394
26025,"Calhoun County",Michigan,MI,9.14436268806
17015,"Carroll County",Illinois,IL,9.14371585846
39035,"Cuyahoga County",Ohio,OH,9.14088975682
17113,"McLean County",Illinois,IL,9.14034034267
28049,"Hinds County",Mississippi,MS,9.13768994808
19097,"Jackson County",Iowa,IA,9.13368797302
48419,"Shelby County",Texas,TX,9.13325678784
29071,"Franklin County",Missouri,MO,9.13142052403
21113,"Jessamine County",Kentucky,KY,9.13141708374
40121,"Pittsburg County",Oklahoma,OK,9.13098547459
13211,"Morgan County",Georgia,GA,9.13060061137
40029,"Coal County",Oklahoma,OK,9.12776115206
40143,"Tulsa County",Oklahoma,OK,9.12722369244
48185,"Grimes County",Texas,TX,9.12713734309
16001,"Ada County",Idaho,ID,9.12696089889
40063,"Hughes County",Oklahoma,OK,9.12682573001
17079,"Jasper County",Illinois,IL,9.12600949605
18117,"Orange County",Indiana,IN,9.12516458829
29055,"Crawford County",Missouri,MO,9.12428470453
17087,"Johnson County",Illinois,IL,9.12402613958
20159,"Rice County",Kansas,KS,9.12244669596
13251,"Screven County",Georgia,GA,9.12238663121
21229,"Washington County",Kentucky,KY,9.12103233337
31151,"Saline County",Nebraska,NE,9.11985826492
41023,"Grant County",Oregon,OR,9.11955563552
13263,"Talbot County",Georgia,GA,9.11751184464
18181,"White County",Indiana,IN,9.11652914683
21177,"Muhlenberg County",Kentucky,KY,9.11614370346
19105,"Jones County",Iowa,IA,9.1160334905
29139,"Montgomery County",Missouri,MO,9.11554728056
55127,"Walworth County",Wisconsin,WI,9.11493854523
17095,"Knox County",Illinois,IL,9.11457584381
13103,"Effingham County",Georgia,GA,9.11279828208
29113,"Lincoln County",Missouri,MO,9.11236163548
19055,"Delaware County",Iowa,IA,9.1117606163
18147,"Spencer County",Indiana,IN,9.10813008822
13121,"Fulton County",Georgia,GA,9.10805273056
17057,"Fulton County",Illinois,IL,9.10775936567
40073,"Kingfisher County",Oklahoma,OK,9.10632060369
48343,"Morris County",Texas,TX,9.10599470139
17129,"Menard County",Illinois,IL,9.1055508852
13061,"Clay County",Georgia,GA,9.10546016693
21067,"Fayette County",Kentucky,KY,9.09821414948
29221,"Washington County",Missouri,MO,9.09671374162
17077,"Jackson County",Illinois,IL,9.09385466576
17201,"Winnebago County",Illinois,IL,9.09234815836
26147,"St. Clair County",Michigan,MI,9.09182577548
21023,"Bracken County",Kentucky,KY,9.09050559998
22013,"Bienville Parish",Louisiana,LA,9.09047031403
05053,"Grant County",Arkansas,AR,9.08946609497
26023,"Branch County",Michigan,MI,9.08934822083
13215,"Muscogee County",Georgia,GA,9.08753623962
42005,"Armstrong County",Pennsylvania,PA,9.08615245819
38073,"Ransom County","North Dakota",ND,9.08473357558
13047,"Catoosa County",Georgia,GA,9.08421063423
13207,"Monroe County",Georgia,GA,9.08344078064
55101,"Racine County",Wisconsin,WI,9.0823969841
39143,"Sandusky County",Ohio,OH,9.08160800934
49011,"Davis County",Utah,UT,9.07974233627
26093,"Livingston County",Michigan,MI,9.07767796516
18071,"Jackson County",Indiana,IN,9.0772023201
17133,"Monroe County",Illinois,IL,9.07566341987
19095,"Iowa County",Iowa,IA,9.07225160599
21201,"Robertson County",Kentucky,KY,9.07202100754
48019,"Bandera County",Texas,TX,9.07162604125
39149,"Shelby County",Ohio,OH,9.07061568173
17085,"Jo Daviess County",Illinois,IL,9.0704469314
20003,"Anderson County",Kansas,KS,9.06922674179
13135,"Gwinnett County",Georgia,GA,9.0690379824
18053,"Grant County",Indiana,IN,9.06631418864
40051,"Grady County",Oklahoma,OK,9.06561982291
21037,"Campbell County",Kentucky,KY,9.06495990753
39029,"Columbiana County",Ohio,OH,9.06388780049
19019,"Buchanan County",Iowa,IA,9.06315236092
01009,"Blount County",Alabama,AL,9.06286229028
19061,"Dubuque County",Iowa,IA,9.06264037178
48183,"Gregg County",Texas,TX,9.06203889847
29151,"Osage County",Missouri,MO,9.06125178337
38019,"Cavalier County","North Dakota",ND,9.05776740565
48141,"El Paso County",Texas,TX,9.05721855164
48401,"Rusk County",Texas,TX,9.05697076971
40049,"Garvin County",Oklahoma,OK,9.05619709015
16015,"Boise County",Idaho,ID,9.05582288595
13063,"Clayton County",Georgia,GA,9.05261516571
17035,"Cumberland County",Illinois,IL,9.05139741898
26161,"Washtenaw County",Michigan,MI,9.05125788848
47115,"Marion County",Tennessee,TN,9.05124007954
06113,"Yolo County",California,CA,9.05030270546
34007,"Camden County","New Jersey",NJ,9.04994360606
28089,"Madison County",Mississippi,MS,9.04804511504
21235,"Whitley County",Kentucky,KY,9.04624141966
16075,"Payette County",Idaho,ID,9.04070129395
22027,"Claiborne Parish",Louisiana,LA,9.04049359197
18091,"LaPorte County",Indiana,IN,9.03723502159
08031,"Denver County",Colorado,CO,9.03579082489
18079,"Jennings County",Indiana,IN,9.03504816691
39015,"Brown County",Ohio,OH,9.03419393301
53065,"Stevens County",Washington,WA,9.03197742136
20139,"Osage County",Kansas,KS,9.02934371948
29163,"Pike County",Missouri,MO,9.02666392326
39159,"Union County",Ohio,OH,9.02513051033
18017,"Cass County",Indiana,IN,9.0251044035
49029,"Morgan County",Utah,UT,9.02476712277
20031,"Coffey County",Kansas,KS,9.02452316284
42107,"Schuylkill County",Pennsylvania,PA,9.02271912648
48259,"Kendall County",Texas,TX,9.02243493733
13297,"Walton County",Georgia,GA,9.02103729248
21017,"Bourbon County",Kentucky,KY,9.02018557654
13195,"Madison County",Georgia,GA,9.0193598611
48163,"Frio County",Texas,TX,9.01846629551
48347,"Nacogdoches County",Texas,TX,9.01814586886
53051,"Pend Oreille County",Washington,WA,9.01755683367
13315,"Wilcox County",Georgia,GA,9.01725345188
20117,"Marshall County",Kansas,KS,9.01684830983
29186,"Ste. Genevieve County",Missouri,MO,9.01617486136
17167,"Sangamon County",Illinois,IL,9.01449524915
48249,"Jim Wells County",Texas,TX,9.01339744386
18137,"Ripley County",Indiana,IN,9.01224366824
39071,"Highland County",Ohio,OH,9.00887321023
20085,"Jackson County",Kansas,KS,9.00724195397
21079,"Garrard County",Kentucky,KY,9.00528935024
21047,"Christian County",Kentucky,KY,9.00514253817
38039,"Griggs County","North Dakota",ND,9.00499417232
17177,"Stephenson County",Illinois,IL,9.00469293594
16061,"Lewis County",Idaho,ID,9.00444399516
